,Year,Continent ID,Continent,Country ID,Country,Trade Value
11,2000,eu,Europe,eualb,Albania,898424.0
12,2000,eu,Europe,euaut,Austria,25685.0
13,2000,eu,Europe,eubel,Belgium,142849048.0
14,2000,eu,Europe,eubgr,Bulgaria,749783.0
15,2000,eu,Europe,eublr,Belarus,91773.0
16,2000,eu,Europe,euche,Switzerland,866203.0
17,2000,eu,Europe,eucze,Czechia,112979.0
18,2000,eu,Europe,eudeu,Germany,38031112.0
19,2000,eu,Europe,eudnk,Denmark,863870.0
20,2000,eu,Europe,euesp,Spain,5213998.0
21,2000,eu,Europe,euest,Estonia,297602.00000000006
22,2000,eu,Europe,eufin,Finland,1435280.0
23,2000,eu,Europe,eufra,France,1777339.0
24,2000,eu,Europe,eugbr,United Kingdom,2230.0
25,2000,eu,Europe,eugrc,Greece,1838365.0
26,2000,eu,Europe,euhrv,Croatia,2339420.0
27,2000,eu,Europe,euhun,Hungary,43979.0
28,2000,eu,Europe,euirl,Ireland,8471070.0
29,2000,eu,Europe,euisl,Iceland,4282.0
30,2000,eu,Europe,euita,Italy,41151913.0
31,2000,eu,Europe,eultu,Lithuania,296525.0
32,2000,eu,Europe,eulux,Luxembourg,34753.0
33,2000,eu,Europe,eumda,Moldova,27568.0
34,2000,eu,Europe,eumkd,North Macedonia,278397.0
35,2000,eu,Europe,eumlt,Malta,356274.0
36,2000,eu,Europe,eunld,Netherlands,271525.0
37,2000,eu,Europe,eunor,Norway,15567336.000000002
38,2000,eu,Europe,eupol,Poland,11943693.000000002
39,2000,eu,Europe,euprt,Portugal,11157508.0
40,2000,eu,Europe,eurou,Romania,2537712.0
41,2000,eu,Europe,eurus,Russia,4939852.0
42,2000,eu,Europe,eusvk,Slovakia,3821399.0000000005
43,2000,eu,Europe,eusvn,Slovenia,934341.0
44,2000,eu,Europe,euswe,Sweden,12728435.0
45,2000,eu,Europe,euukr,Ukraine,987873.0
46,2000,eu,Europe,euyug,Yugoslavia,5110445.0
47,2000,na,North America,naabw,Aruba,831.0
48,2000,na,North America,naaia,Anguilla,696.0
49,2000,na,North America,naant,Netherlands Antilles,142.0
50,2000,na,North America,nabhs,Bahamas,201.0
51,2000,na,North America,nacan,Canada,442434.0
52,2000,na,North America,nacri,Costa Rica,52.00000000000001
53,2000,na,North America,napan,Panama,1656.0
54,2000,na,North America,nausa,United States,194803378.0
55,2000,sa,South America,saarg,Argentina,293.0
56,2000,sa,South America,sapry,Paraguay,118029.0
57,2000,sa,South America,saven,Venezuela,3.0
0,2001,af,Africa,afdza,Algeria,8084205.0
1,2001,af,Africa,afmar,Morocco,14655.999999999998
2,2001,af,Africa,aftun,Tunisia,876873.9999999999
3,2001,as,Asia,aschn,China,3939919.0000000005
4,2001,as,Asia,ascyp,Cyprus,205492.00000000003
5,2001,as,Asia,asjor,Jordan,66121.00000000001
6,2001,as,Asia,asjpn,Japan,111312.00000000001
7,2001,as,Asia,aslbn,Lebanon,3816.0000000000005
8,2001,as,Asia,assau,Saudi Arabia,2523755.0
9,2001,as,Asia,assyr,Syria,1662641.0
10,2001,as,Asia,astur,Turkey,423940.0
11,2001,eu,Europe,eualb,Albania,412730.0
12,2001,eu,Europe,euaut,Austria,2253472.0
13,2001,eu,Europe,eubel,Belgium,132240488.00000001
14,2001,eu,Europe,eubgr,Bulgaria,275830.99999999994
15,2001,eu,Europe,eublr,Belarus,68597.0
16,2001,eu,Europe,euche,Switzerland,540139.0
17,2001,eu,Europe,eucze,Czechia,8251271.999999999
18,2001,eu,Europe,eudeu,Germany,125190000.0
19,2001,eu,Europe,eudnk,Denmark,235208.0
20,2001,eu,Europe,euesp,Spain,271913.0
21,2001,eu,Europe,euest,Estonia,377121.99999999994
22,2001,eu,Europe,eufin,Finland,1354872.9999999998
23,2001,eu,Europe,eufra,France,2596722.0
24,2001,eu,Europe,eugbr,United Kingdom,804065.0
25,2001,eu,Europe,eugrc,Greece,5194429.0
26,2001,eu,Europe,euhrv,Croatia,3647832.0000000005
27,2001,eu,Europe,euhun,Hungary,96304.0
28,2001,eu,Europe,euirl,Ireland,8060503.000000001
29,2001,eu,Europe,euisl,Iceland,95.0
30,2001,eu,Europe,euita,Italy,28778217.999999996
31,2001,eu,Europe,eultu,Lithuania,70073.00000000001
32,2001,eu,Europe,eulux,Luxembourg,331901.0
33,2001,eu,Europe,eumkd,North Macedonia,26327.0
34,2001,eu,Europe,eumlt,Malta,402025.0
35,2001,eu,Europe,eunld,Netherlands,598934.0
36,2001,eu,Europe,eunor,Norway,266259.0
37,2001,eu,Europe,eupol,Poland,290314.0
38,2001,eu,Europe,euprt,Portugal,11551277.0
39,2001,eu,Europe,eurou,Romania,9373.0
40,2001,eu,Europe,eurus,Russia,4209599.0
41,2001,eu,Europe,eusvk,Slovakia,3072353.0
42,2001,eu,Europe,eusvn,Slovenia,2481974.0
43,2001,eu,Europe,euswe,Sweden,38869.0
44,2001,eu,Europe,euukr,Ukraine,223022.00000000003
45,2001,eu,Europe,euyug,Yugoslavia,2716235.0
46,2001,na,North America,naabw,Aruba,236.00000000000003
47,2001,na,North America,naaia,Anguilla,6961.0
48,2001,na,North America,naant,Netherlands Antilles,503216.0
49,2001,na,North America,nabhs,Bahamas,201.0
50,2001,na,North America,nacan,Canada,533124.0
51,2001,na,North America,nagtm,Guatemala,115.99999999999999
52,2001,na,North America,napan,Panama,5478.0
53,2001,na,North America,nausa,United States,167478693.0
54,2001,sa,South America,sabol,Bolivia,511577.0
55,2001,sa,South America,saven,Venezuela,312.0
0,2002,af,Africa,afdza,Algeria,286560.0
1,2002,af,Africa,afmar,Morocco,192243.0
2,2002,af,Africa,aftun,Tunisia,883964.0
3,2002,as,Asia,asarm,Armenia,70676.0
4,2002,as,Asia,aschn,China,2345785.0
5,2002,as,Asia,ascyp,Cyprus,353171.0
6,2002,as,Asia,asgeo,Georgia,216968.0
7,2002,as,Asia,asirn,Iran,760940.0
8,2002,as,Asia,asjor,Jordan,133248.0
9,2002,as,Asia,asjpn,Japan,861726.0000000001
10,2002,as,Asia,askaz,Kazakhstan,21053.0
11,2002,as,Asia,aslbn,Lebanon,61.0
12,2002,as,Asia,asqat,Qatar,22301.0
13,2002,as,Asia,assau,Saudi Arabia,2671165.0
14,2002,as,Asia,assyr,Syria,874117.0
15,2002,as,Asia,astur,Turkey,217136.0
16,2002,eu,Europe,eualb,Albania,206148.0
17,2002,eu,Europe,euaut,Austria,6701704.000000001
18,2002,eu,Europe,eubel,Belgium,155521084.0
19,2002,eu,Europe,eubgr,Bulgaria,69875.0
20,2002,eu,Europe,eublr,Belarus,58099.0
21,2002,eu,Europe,euche,Switzerland,375984.00000000006
22,2002,eu,Europe,eucze,Czechia,11264253.0
23,2002,eu,Europe,eudeu,Germany,43204400.0
24,2002,eu,Europe,eudnk,Denmark,1906763.0
25,2002,eu,Europe,euesp,Spain,4577.0
26,2002,eu,Europe,euest,Estonia,443695.99999999994
27,2002,eu,Europe,eufin,Finland,5024164.000000001
28,2002,eu,Europe,eufra,France,2598813.0
29,2002,eu,Europe,eugbr,United Kingdom,1262914.0
30,2002,eu,Europe,eugrc,Greece,294263.0
31,2002,eu,Europe,euhrv,Croatia,4917540.0
32,2002,eu,Europe,euhun,Hungary,68521.99999999999
33,2002,eu,Europe,euirl,Ireland,8064366.0
34,2002,eu,Europe,euisl,Iceland,934.0
35,2002,eu,Europe,euita,Italy,22849717.0
36,2002,eu,Europe,eultu,Lithuania,78700.0
37,2002,eu,Europe,eulux,Luxembourg,15434.000000000002
38,2002,eu,Europe,eumda,Moldova,26714.000000000004
39,2002,eu,Europe,eumkd,North Macedonia,56530.0
40,2002,eu,Europe,eumlt,Malta,360390.0
41,2002,eu,Europe,eunld,Netherlands,351073.00000000006
42,2002,eu,Europe,eunor,Norway,18937767.0
43,2002,eu,Europe,eupol,Poland,877736.0000000001
44,2002,eu,Europe,euprt,Portugal,18431460.0
45,2002,eu,Europe,eurou,Romania,2131700.0
46,2002,eu,Europe,eurus,Russia,4739691.0
47,2002,eu,Europe,eusvk,Slovakia,6603326.999999999
48,2002,eu,Europe,eusvn,Slovenia,3881935.9999999995
49,2002,eu,Europe,euswe,Sweden,290297.0
50,2002,eu,Europe,euukr,Ukraine,206935.99999999997
51,2002,eu,Europe,euyug,Yugoslavia,6315191.0
52,2002,na,North America,naabw,Aruba,1980.0
53,2002,na,North America,naaia,Anguilla,2419.0
54,2002,na,North America,nacan,Canada,1016179.0
55,2002,na,North America,nadom,Dominican Republic,952672.0
56,2002,na,North America,nagtm,Guatemala,13788.0
57,2002,na,North America,nahnd,Honduras,245408.0
58,2002,na,North America,napan,Panama,1754.0
59,2002,na,North America,nausa,United States,175090195.0
60,2002,oc,Oceania,ocncl,New Caledonia,84.0
61,2002,oc,Oceania,ocpcn,Pitcairn Islands,14580.0
62,2002,sa,South America,saven,Venezuela,580.0
0,2003,af,Africa,afdza,Algeria,878546.0
1,2003,af,Africa,aflbr,Liberia,65733.0
2,2003,af,Africa,afmar,Morocco,66654.0
3,2003,as,Asia,ascyp,Cyprus,216430.99999999997
4,2003,as,Asia,asgeo,Georgia,35917.0
5,2003,as,Asia,asirn,Iran,2438090.0
6,2003,as,Asia,asjor,Jordan,67926.0
7,2003,as,Asia,asjpn,Japan,1223883.0
8,2003,as,Asia,askaz,Kazakhstan,16650.0
9,2003,as,Asia,aslbn,Lebanon,6582.000000000001
10,2003,as,Asia,aspak,Pakistan,432051.99999999994
11,2003,as,Asia,assau,Saudi Arabia,1880420.0
12,2003,as,Asia,assyr,Syria,6846149.0
13,2003,as,Asia,astur,Turkey,187425.0
14,2003,eu,Europe,euand,Andorra,52.00000000000001
15,2003,eu,Europe,euaut,Austria,1568590.0
16,2003,eu,Europe,eubel,Belgium,138236166.0
17,2003,eu,Europe,eubgr,Bulgaria,20485.0
18,2003,eu,Europe,eubih,Bosnia and Herzegovina,504936.99999999994
19,2003,eu,Europe,eublr,Belarus,239942.0
20,2003,eu,Europe,euche,Switzerland,719393.0
21,2003,eu,Europe,eucze,Czechia,11922375.0
22,2003,eu,Europe,eudeu,Germany,162984000.0
23,2003,eu,Europe,eudnk,Denmark,273461.0
24,2003,eu,Europe,euesp,Spain,1339.0
25,2003,eu,Europe,euest,Estonia,33464.0
26,2003,eu,Europe,eufin,Finland,1425187.9999999998
27,2003,eu,Europe,eufra,France,1969040.0
28,2003,eu,Europe,eugbr,United Kingdom,777300.0
29,2003,eu,Europe,eugrc,Greece,529327.0
30,2003,eu,Europe,euhrv,Croatia,5747891.0
31,2003,eu,Europe,euhun,Hungary,10485402.0
32,2003,eu,Europe,euirl,Ireland,10654419.0
33,2003,eu,Europe,euisl,Iceland,38407.0
34,2003,eu,Europe,euita,Italy,27846886.000000004
35,2003,eu,Europe,eultu,Lithuania,349334.0
36,2003,eu,Europe,eumda,Moldova,27311.999999999996
37,2003,eu,Europe,eumkd,North Macedonia,186257.0
38,2003,eu,Europe,eumlt,Malta,519353.00000000006
39,2003,eu,Europe,eunld,Netherlands,291857.0
40,2003,eu,Europe,eunor,Norway,261072.99999999997
41,2003,eu,Europe,eupol,Poland,1126333.9999999998
42,2003,eu,Europe,euprt,Portugal,18713189.0
43,2003,eu,Europe,eurou,Romania,725077.0
44,2003,eu,Europe,eurus,Russia,3198013.0
45,2003,eu,Europe,eusvk,Slovakia,6398603.0
46,2003,eu,Europe,eusvn,Slovenia,5405215.0
47,2003,eu,Europe,euswe,Sweden,161561.0
48,2003,eu,Europe,euukr,Ukraine,729921.0
49,2003,eu,Europe,euyug,Yugoslavia,2317683.0
50,2003,na,North America,naant,Netherlands Antilles,5722.0
51,2003,na,North America,nacan,Canada,598021.0
52,2003,na,North America,nagrl,Greenland,251141.0
53,2003,na,North America,napan,Panama,302.0
54,2003,na,North America,naslv,El Salvador,146.0
55,2003,na,North America,nausa,United States,161760066.99999997
56,2003,na,North America,navgb,British Virgin Islands,322971.0
57,2003,oc,Oceania,ocaus,Australia,19214.000000000004
58,2003,oc,Oceania,ocncl,New Caledonia,118.00000000000001
59,2003,sa,South America,sabol,Bolivia,31369.0
0,2004,af,Africa,afdza,Algeria,906953.0
1,2004,af,Africa,afswz,Eswatini,160.0
2,2004,af,Africa,aftun,Tunisia,663396.9999999999
3,2004,as,Asia,asafg,Afghanistan,6258.999999999999
4,2004,as,Asia,asaze,Azerbaijan,89610.0
5,2004,as,Asia,ascyp,Cyprus,52409.0
6,2004,as,Asia,asirn,Iran,2951986.0
7,2004,as,Asia,asjpn,Japan,1098049.0
8,2004,as,Asia,askaz,Kazakhstan,36817.0
9,2004,as,Asia,askgz,Kyrgyzstan,29299.0
10,2004,as,Asia,assyr,Syria,2654347.0
11,2004,as,Asia,astur,Turkey,44934.0
12,2004,eu,Europe,eualb,Albania,385595.0
13,2004,eu,Europe,euaut,Austria,1906671.0
14,2004,eu,Europe,eubel,Belgium,411953760.0
15,2004,eu,Europe,eubgr,Bulgaria,60391.99999999999
16,2004,eu,Europe,eubih,Bosnia and Herzegovina,1325119.0
17,2004,eu,Europe,eublr,Belarus,191785.99999999997
18,2004,eu,Europe,euche,Switzerland,485538.0
19,2004,eu,Europe,eucze,Czechia,307401.0
20,2004,eu,Europe,eudeu,Germany,42756310.99999999
21,2004,eu,Europe,eudnk,Denmark,58061.00000000001
22,2004,eu,Europe,euesp,Spain,91372.00000000001
23,2004,eu,Europe,euest,Estonia,197899.0
24,2004,eu,Europe,eufin,Finland,3272770.9999999995
25,2004,eu,Europe,eufra,France,3347170.0
26,2004,eu,Europe,eugbr,United Kingdom,1350817.0
27,2004,eu,Europe,eugrc,Greece,14199.000000000002
28,2004,eu,Europe,euhrv,Croatia,7371621.999999999
29,2004,eu,Europe,euhun,Hungary,1921710.0
30,2004,eu,Europe,euirl,Ireland,11956957.0
31,2004,eu,Europe,euisl,Iceland,7817.0
32,2004,eu,Europe,euita,Italy,27771484.0
33,2004,eu,Europe,eultu,Lithuania,128677.00000000001
34,2004,eu,Europe,eumda,Moldova,59193.00000000001
35,2004,eu,Europe,eumkd,North Macedonia,665258.9999999999
36,2004,eu,Europe,eumlt,Malta,186619.00000000003
37,2004,eu,Europe,eunld,Netherlands,345573.00000000006
38,2004,eu,Europe,eunor,Norway,244259.0
39,2004,eu,Europe,eupol,Poland,17871596.999999996
40,2004,eu,Europe,euprt,Portugal,25721326.0
41,2004,eu,Europe,eurou,Romania,1385565.0
42,2004,eu,Europe,eurus,Russia,11910268.0
43,2004,eu,Europe,eusvk,Slovakia,8809726.999999998
44,2004,eu,Europe,eusvn,Slovenia,6382066.0
45,2004,eu,Europe,euswe,Sweden,121247.00000000001
46,2004,eu,Europe,euukr,Ukraine,862638.9999999999
47,2004,eu,Europe,euyug,Yugoslavia,3353517.0000000005
48,2004,na,North America,naant,Netherlands Antilles,1076354.0
49,2004,na,North America,nacan,Canada,601391.9999999999
50,2004,na,North America,nadom,Dominican Republic,1200.0
51,2004,na,North America,napan,Panama,377986.99999999994
52,2004,na,North America,nausa,United States,149800375.0
53,2004,oc,Oceania,ocaus,Australia,18110.0
54,2004,oc,Oceania,ocncl,New Caledonia,55.99999999999999
55,2004,sa,South America,saarg,Argentina,8.0
56,2004,sa,South America,saecu,Ecuador,156432.00000000003
0,2005,af,Africa,afdza,Algeria,1725111.0
1,2005,af,Africa,afmar,Morocco,91042.99999999999
2,2005,af,Africa,aftun,Tunisia,256674.00000000003
3,2005,as,Asia,asaze,Azerbaijan,38251.99999999999
4,2005,as,Asia,asgeo,Georgia,67260.0
5,2005,as,Asia,asiot,British Indian Ocean Territory,46037.0
6,2005,as,Asia,asirn,Iran,3949117.0
7,2005,as,Asia,asjor,Jordan,24534.000000000004
8,2005,as,Asia,asjpn,Japan,805550.0
9,2005,as,Asia,askaz,Kazakhstan,50917.0
10,2005,as,Asia,askor,South Korea,227244.00000000003
11,2005,as,Asia,assau,Saudi Arabia,548553.0
12,2005,as,Asia,assyr,Syria,980186.0
13,2005,as,Asia,astur,Turkey,27415.0
14,2005,eu,Europe,eualb,Albania,1664411.0
15,2005,eu,Europe,euaut,Austria,6660451.0
16,2005,eu,Europe,eubel,Belgium,436792387.00000006
17,2005,eu,Europe,eubgr,Bulgaria,221250.0
18,2005,eu,Europe,eubih,Bosnia and Herzegovina,2874189.0000000005
19,2005,eu,Europe,eublr,Belarus,1107083.9999999998
20,2005,eu,Europe,euche,Switzerland,851963.0000000001
21,2005,eu,Europe,eucze,Czechia,26538713.0
22,2005,eu,Europe,eudeu,Germany,50927804.0
23,2005,eu,Europe,eudnk,Denmark,318509.0
24,2005,eu,Europe,euesp,Spain,203275.0
25,2005,eu,Europe,euest,Estonia,132614.0
26,2005,eu,Europe,eufin,Finland,2830789.0
27,2005,eu,Europe,eufra,France,4140760.9999999995
28,2005,eu,Europe,eugbr,United Kingdom,1480122.0
29,2005,eu,Europe,eugib,Gibraltar,589336.0
30,2005,eu,Europe,eugrc,Greece,51218.99999999999
31,2005,eu,Europe,euhrv,Croatia,9027122.0
32,2005,eu,Europe,euhun,Hungary,5983024.0
33,2005,eu,Europe,euirl,Ireland,1594318.0
34,2005,eu,Europe,euisl,Iceland,61280.0
35,2005,eu,Europe,euita,Italy,27523713.0
36,2005,eu,Europe,eultu,Lithuania,413441.99999999994
37,2005,eu,Europe,eumda,Moldova,35098.0
38,2005,eu,Europe,eumkd,North Macedonia,621329.0000000001
39,2005,eu,Europe,eumlt,Malta,1304310.0
40,2005,eu,Europe,eunld,Netherlands,192310.99999999997
41,2005,eu,Europe,eunor,Norway,12067661.0
42,2005,eu,Europe,eupol,Poland,727044.0
43,2005,eu,Europe,euprt,Portugal,27923373.0
44,2005,eu,Europe,eurou,Romania,269142.0
45,2005,eu,Europe,eurus,Russia,8273055.0
46,2005,eu,Europe,eusvk,Slovakia,4300563.0
47,2005,eu,Europe,eusvn,Slovenia,10635600.0
48,2005,eu,Europe,euswe,Sweden,99310.0
49,2005,eu,Europe,euukr,Ukraine,3630520.9999999995
50,2005,eu,Europe,euyug,Yugoslavia,8423488.000000002
51,2005,na,North America,naabw,Aruba,489.0
52,2005,na,North America,naant,Netherlands Antilles,144899.0
53,2005,na,North America,nablz,Belize,5155.0
54,2005,na,North America,nacan,Canada,878587.0
55,2005,na,North America,nahti,Haiti,4533.0
56,2005,na,North America,napan,Panama,331.0
57,2005,na,North America,nausa,United States,187540350.0
58,2005,oc,Oceania,ocaus,Australia,1545.0
59,2005,sa,South America,sabra,Brazil,287.0
0,2006,af,Africa,afdza,Algeria,1501822.0
1,2006,af,Africa,afmar,Morocco,153225.0
2,2006,af,Africa,afswz,Eswatini,5197.0
3,2006,af,Africa,aftun,Tunisia,46843.0
4,2006,as,Asia,asirn,Iran,3029205.9999999995
5,2006,as,Asia,asjor,Jordan,41402.0
6,2006,as,Asia,asjpn,Japan,877171.0
7,2006,as,Asia,askaz,Kazakhstan,87967.00000000001
8,2006,as,Asia,askgz,Kyrgyzstan,19725.0
9,2006,as,Asia,askor,South Korea,20720.0
10,2006,as,Asia,aslbn,Lebanon,6064.0
